nombre,domicilio,localidad,departamento,provincia,cp,longitud,latitud
FENOGLIO,ZEBALLOS ESTANISLAO 1901,ROSARIO,ROSARIO,SANTA FE,2000,-60.65140615,-32.95300516
GIMENEZ,24 DE SETIEMBRE 1362,ROSARIO,ROSARIO,SANTA FE,2000,-60.6503551,-32.97955255
GONZALEZ C.,27 DE FEBRERO 1499,ROSARIO,ROSARIO,SANTA FE,2000,-60.64909676,-32.96668417
GRANDOLI,GRANDOLI ABANDERADO 4043,ROSARIO,ROSARIO,SANTA FE,2000,-60.62840809,-32.98765471
GOMEZ,ALBERDI 243,ROSARIO,ROSARIO,SANTA FE,2000,-60.67402491,-32.92988843
GARCIA,FRANCIA AV 2788,ROSARIO,ROSARIO,SANTA FE,2000,-60.67153618,-32.96483755
GENOVA,GENOVA 1199,ROSARIO,ROSARIO,SANTA FE,2000,-60.68036203,-32.91504655
GUARINO,AYACUCHO 6147,ROSARIO,ROSARIO,SANTA FE,2000,-60.63582598,-33.00793987
GIUDICI,AYALA GAUNA 7887,ROSARIO,ROSARIO,SANTA FE,2000,-60.73266374,-32.91247397
GOMEZ VALLE,BAIGORRIA JUAN BAUTISTA 2350,ROSARIO,ROSARIO,SANTA FE,2000,,
GARIN,BROWN GUILLERMO 1774,ROSARIO,ROSARIO,SANTA FE,2000,,
GERVATTI,AVELLANEDA BIS BV 967,ROSARIO,ROSARIO,SANTA FE,2000,-60.6734659,-32.91631494
GALIGANI,OROO NICASIO BV 3714,ROSARIO,ROSARIO,SANTA FE,2000,,
GONZALEZ,SEGUI JUAN FRANCISCO BV 3903,ROSARIO,ROSARIO,SANTA FE,2000,,
GIOVINAZO,CASIANO CASAS 1284,ROSARIO,ROSARIO,SANTA FE,2000,-60.70070616,-32.90380296
G. GARCIA,CORRIENTES AV 4799,ROSARIO,ROSARIO,SANTA FE,2000,-60.65364977,-32.9930564
CAPPETINI,MATIENZO 2002,ROSARIO,ROSARIO,SANTA FE,2000,-60.69425024,-32.95172246
CUPELLINO,MAZA JUAN AGUSTIN 3302,ROSARIO,ROSARIO,SANTA FE,2000,,
CAPPONI,MENDOZA AV 6035,ROSARIO,ROSARIO,SANTA FE,2000,,
COLLA,MENDOZA AV 5357,ROSARIO,ROSARIO,SANTA FE,2000,,
CRUZ DEL PORTAL,NANSEN 248,ROSARIO,ROSARIO,SANTA FE,2000,-60.682969,-32.909068
CONDE,NECOCHEA 1245,ROSARIO,ROSARIO,SANTA FE,2000,-60.62559029,-32.95438318
COXHEAD,NECOCHEA 1483,ROSARIO,ROSARIO,SANTA FE,2000,-60.62631052,-32.95733229
CARDINI,LAGOS OVIDIO AV 421,ROSARIO,ROSARIO,SANTA FE,2000,-60.66035067,-32.93786096
CARUSO,PELLEGRINI CARLOS AV 5935,ROSARIO,ROSARIO,SANTA FE,2000,,
CALVAGNA,PROVINCIAS UNIDAS AV 1723,ROSARIO,ROSARIO,SANTA FE,2000,-60.71230108,-32.94896898
CERRITO,PROVINCIAS UNIDAS AV 2102,ROSARIO,ROSARIO,SANTA FE,2000,-60.71212838,-32.95334542
CAMPO,RODRIGUEZ 1601,ROSARIO,ROSARIO,SANTA FE,2000,-60.66119783,-32.95246632
CHIMINELLO,SAN JUAN 2010,ROSARIO,ROSARIO,SANTA FE,2000,-60.65167532,-32.94790537
CURTO,SAN LORENZO 2290,ROSARIO,ROSARIO,SANTA FE,2000,-60.65398959,-32.94119164
FARMACIA CEMAR,SAN LUIS 2020,ROSARIO,ROSARIO,SANTA FE,2000,-60.6514756,-32.9465819
CAVATORTA,SE SAN MARTIN JOSE GRL AV 5023,ROSARIO,ROSARIO,SANTA FE,2000,,
CHOIETTE,SE SAN MARTIN JOSE GRL AV 4842,ROSARIO,ROSARIO,SANTA FE,2000,,
CEBALLOS,SAN NICOLAS 1899,ROSARIO,ROSARIO,SANTA FE,2000,-60.67565101,-32.95344678
CORSI,TEJEDA 2666,ROSARIO,ROSARIO,SANTA FE,2000,-60.71700827,-32.88731548
FARMACIA DEL CENTRO,Corrientes 872,ROSARIO,ROSARIO,SANTA FE,2000,-60.642604,-32.9464169
DEL PARQUE,CORRIENTES AV 1801,ROSARIO,ROSARIO,SANTA FE,2000,-60.64538136,-32.95769396
DONADO,DONADO 672,ROSARIO,ROSARIO,SANTA FE,2000,-60.72727933,-32.93577843
DURINI,PASO JUAN JOSE 1602,ROSARIO,ROSARIO,SANTA FE,2000,,
DEL BARCO,JUNIN 1298,ROSARIO,ROSARIO,SANTA FE,2000,-60.68193267,-32.92679116
DE LA PLAZA,LAPRIDA NARCISO 772,ROSARIO,ROSARIO,SANTA FE,2000,,
DORREGO,MENDOZA AV 1903,ROSARIO,ROSARIO,SANTA FE,2000,,
DUFOUR,MENDOZA AV 2839,ROSARIO,ROSARIO,SANTA FE,2000,,
DESMEDT,NICARAGUA BIS 671,ROSARIO,ROSARIO,SANTA FE,2000,-60.72157699,-32.92098532
DEL SOL,PARAGUAY 952,ROSARIO,ROSARIO,SANTA FE,2000,-60.644287,-32.9473459
DEL SUR,PARAGUAY 6220,ROSARIO,ROSARIO,SANTA FE,2000,-60.65443739,-33.00917806
DEL AGUILA,RIOJA 883,ROSARIO,ROSARIO,SANTA FE,2000,-60.63536223,-32.94829932
DADAMO,RUEDA MIGUEL DR 1851,ROSARIO,ROSARIO,SANTA FE,2000,,
DI SIMONE,TARRAGONA BIS 1228,ROSARIO,ROSARIO,SANTA FE,2000,-60.73518321,-32.91491228
EDGARDO YAFFE,1 DE MAYO 908,ROSARIO,ROSARIO,SANTA FE,2000,-60.63016985,-32.94943186
EL TREBOL,BRASIL 2196,ROSARIO,ROSARIO,SANTA FE,2000,-60.71896409,-32.95467735
ENTRE ROS,ENTRE RIOS 1916,ROSARIO,ROSARIO,SANTA FE,2000,-60.64430528,-32.95925585
EUROPEA,ENTRE RIOS 401,ROSARIO,ROSARIO,SANTA FE,2000,-60.63980373,-32.94131251
ESCOBAR,FRAGATA SARMIENTO 3019,ROSARIO,ROSARIO,SANTA FE,2000,-60.67612859,-32.9881214
ESTRADA,MARTINEZ ESTRADA 7960,ROSARIO,ROSARIO,SANTA FE,2000,-60.73422843,-32.91127883
EL CIRCULO,MENDOZA AV 742,ROSARIO,ROSARIO,SANTA FE,2000,,
GASTIAZORO,MENDOZA AV 4901,ROSARIO,ROSARIO,SANTA FE,2000,,
GUGLIELMINO,MENDOZA AV 1595,ROSARIO,ROSARIO,SANTA FE,2000,,
GUGLIOTTA,NTRA SRA DEL ROSARIO AV 1401,ROSARIO,ROSARIO,SANTA FE,2000,-60.65339441,-32.99998294
GINI,ROCA JULIO ARGENTINO PTE 2298,ROSARIO,ROSARIO,SANTA FE,2000,,
GARIS,Urquiza 1605,ROSARIO,ROSARIO,SANTA FE,2000,-60.644353,-32.9417777
GHEZZI,VIRASORO 1304,ROSARIO,ROSARIO,SANTA FE,2000,-60.64692797,-32.96939911
GONZALEZ LALLONI,ZEBALLOS ESTANISLAO 650,ROSARIO,ROSARIO,SANTA FE,2000,-60.63417711,-32.95620173
HANONO,1 DE MAYO 1698,ROSARIO,ROSARIO,SANTA FE,2000,-60.6324716,-32.9586196
HERNANDEZ,BAIGORRIA JUAN BAUTISTA 2131,ROSARIO,ROSARIO,SANTA FE,2000,,
HIPOLITO,OROO NICASIO BV 5397,ROSARIO,ROSARIO,SANTA FE,2000,,
HAMANN,ENTRE RIOS 3431,ROSARIO,ROSARIO,SANTA FE,2000,-60.64869976,-32.97665152
HAUPTMANN,PAZ J M 5467,ROSARIO,ROSARIO,SANTA FE,2000,-60.62723311,-32.99992454
HUGO CRESPO,GRANDOLI ABANDERADO 4707,ROSARIO,ROSARIO,SANTA FE,2000,-60.62868296,-32.99218346
HOMEOS,DE URQUIZA JUSTO JOSE 1802,ROSARIO,ROSARIO,SANTA FE,2000,,
IGLESIAS,AVELLANEDA BV 3215,ROSARIO,ROSARIO,SANTA FE,2000,-60.68634263,-32.96728302
ITALIA,CATAMARCA 1803,ROSARIO,ROSARIO,SANTA FE,2000,-60.6464647,-32.93885188
INGER,CORRIENTES AV 4201,ROSARIO,ROSARIO,SANTA FE,2000,-60.65232702,-32.98521262
IVARZ,MENDOZA AV 6255,ROSARIO,ROSARIO,SANTA FE,2000,,
ITALIANA,SE SAN MARTIN JOSE GRL AV 1902,ROSARIO,ROSARIO,SANTA FE,2000,,
INGLESA,SARMIENTO DOMINGO FAUSTINO PRES 641,ROSARIO,ROSARIO,SANTA FE,2000,,
IRIQUIN,URIBURU JOSE EVARISTO PRES AV 2380,ROSARIO,ROSARIO,SANTA FE,2000,,
ARROYITO,ALBERDI 423,ROSARIO,ROSARIO,SANTA FE,2000,-60.67210745,-32.93227965
AMIGO,GORRITI 299,ROSARIO,ROSARIO,SANTA FE,2000,-60.66748775,-32.92312273
AZAR,PERON JUAN DOMINGO PRES AV 6389,ROSARIO,ROSARIO,SANTA FE,2000,,
APOTEKA,PELLEGRINI CARLOS AV 1760,ROSARIO,ROSARIO,SANTA FE,2000,,
ARIAS,PELLEGRINI CARLOS AV 4099,ROSARIO,ROSARIO,SANTA FE,2000,,
FRANCHINI,MONTEVIDEO 4660,ROSARIO,ROSARIO,SANTA FE,2000,-60.68923534,-32.9474404
ENTRECONTI,LAGOS OVIDIO AV 5106,ROSARIO,ROSARIO,SANTA FE,2000,-60.67495156,-32.99796409
EMBON,TUCUMAN 1902,ROSARIO,ROSARIO,SANTA FE,2000,-60.64809945,-32.93979255
FORT,NTRA SRA DEL ROSARIO BIS AV 569,ROSARIO,ROSARIO,SANTA FE,2000,-60.61958172,-32.998468
FARMA 4,OROO NICASIO BV 2609,ROSARIO,ROSARIO,SANTA FE,2000,,
F. CERRUTTI,SEGUI JUAN FRANCISCO BV 372,ROSARIO,ROSARIO,SANTA FE,2000,,
FLAVIO ROSSI,DORREGO MANUEL 91,ROSARIO,ROSARIO,SANTA FE,2000,,
FERNANDEZ SAVIOLI,IRIGOYEN HIPOLITO AV 1407,ROSARIO,ROSARIO,SANTA FE,2000,,
FRONTONS,PASO JUAN JOSE 6045,ROSARIO,ROSARIO,SANTA FE,2000,,
FESSIA,MARTIN FIERRO 245,ROSARIO,ROSARIO,SANTA FE,2000,-60.68969842,-32.876391
AYACUCHO,AYACUCHO 5196,ROSARIO,ROSARIO,SANTA FE,2000,-60.63650906,-32.99737372
AIRES,BUENOS AIRES 2296,ROSARIO,ROSARIO,SANTA FE,2000,-60.63714803,-32.96511286
AGUILA,CAFFERATA 564,ROSARIO,ROSARIO,SANTA FE,2000,-60.67031645,-32.93783717
AURORA,CONSTITUCION 480,ROSARIO,ROSARIO,SANTA FE,2000,-60.67276923,-32.93637248
ABRIATA,CORDOBA 2999,ROSARIO,ROSARIO,SANTA FE,2000,-60.66417918,-32.94175967
ALQUIMIA,CORRIENTES AV 2670,ROSARIO,ROSARIO,SANTA FE,2000,-60.64790837,-32.9676841
AMAT,FUNES DEAN 5785,ROSARIO,ROSARIO,SANTA FE,2000,-60.70107811,-32.96716364
ARNESI,MOSCONI ENRIQUE GRL 3735,ROSARIO,ROSARIO,SANTA FE,2000,,
AGOSTI,GUEMES 2141,ROSARIO,ROSARIO,SANTA FE,2000,-60.64981378,-32.93337987
AGUIRRE,GUEMES 2098,ROSARIO,ROSARIO,SANTA FE,2000,-60.64929782,-32.93347497
ABRUZZO,IRIONDO 2998,ROSARIO,ROSARIO,SANTA FE,2000,-60.67611444,-32.96655437
ATLANTICA,MAIPU 1498,ROSARIO,ROSARIO,SANTA FE,2000,-60.63753411,-32.95551355
ANTARTIDA,MENDOZA AV 7702,ROSARIO,ROSARIO,SANTA FE,2000,,
AVILA,MENDOZA AV 3762,ROSARIO,ROSARIO,SANTA FE,2000,,
JELUSICH,BUENOS AIRES 1612,ROSARIO,ROSARIO,SANTA FE,2000,-60.6351809,-32.95723713
KLEES,MENDOZA AV 2599,ROSARIO,ROSARIO,SANTA FE,2000,,
KENNEDY,LAGOS OVIDIO AV 2598,ROSARIO,ROSARIO,SANTA FE,2000,-60.66665115,-32.96337279
KNOBEL,SARMIENTO DOMINGO FAUSTINO PRES 4590,ROSARIO,ROSARIO,SANTA FE,2000,,
LOPEZ TEMPORELLI,ARIJON AV 494,ROSARIO,ROSARIO,SANTA FE,2000,-60.64011801,-33.00274415
LAFRANCHI,PELLEGRINI CARLOS AV 1909,ROSARIO,ROSARIO,SANTA FE,2000,,
LURASCHI,PELLEGRINI CARLOS AV 3995,ROSARIO,ROSARIO,SANTA FE,2000,,
LOMBARTE,URIBURU JOSE EVARISTO PRES AV 2576,ROSARIO,ROSARIO,SANTA FE,2000,,
LA FE,AVELLANEDA 1199,ROSARIO,ROSARIO,SANTA FE,2000,-60.6803608,-32.9441948
LEYENDEKER,AYOLAS 396,ROSARIO,ROSARIO,SANTA FE,2000,-60.63591107,-32.978547
LAURA GOMEZ,RONDEAU BV 125,ROSARIO,ROSARIO,SANTA FE,2000,-60.68665378,-32.9140885
LA CAPITAL,CORRIENTES AV 1402,ROSARIO,ROSARIO,SANTA FE,2000,-60.64422806,-32.95309561
LA SALUD,CORRIENTES AV 2198,ROSARIO,ROSARIO,SANTA FE,2000,-60.6465295,-32.96225682
LAMBAS,IRIONDO 1820,ROSARIO,ROSARIO,SANTA FE,2000,-60.67270924,-32.95302843
LAPRIDA,Laprida 1401,ROSARIO,ROSARIO,SANTA FE,2000,-60.6359,-32.954733
LUCARINI,MACIEL COSME 881,ROSARIO,ROSARIO,SANTA FE,2000,,
LOURDES,MENDOZA AV 2354,ROSARIO,ROSARIO,SANTA FE,2000,,
LAURINO,MORENO MARIANO 4497,ROSARIO,ROSARIO,SANTA FE,2000,,
ANTONIOTTI,PARAGUAY 1609,ROSARIO,ROSARIO,SANTA FE,2000,-60.64621312,-32.95522648
ALEMANA,RIOBAMBA 1814,ROSARIO,ROSARIO,SANTA FE,2000,-60.65224953,-32.96123332
COLON,DE URQUIZA JUSTO JOSE 2147,ROSARIO,ROSARIO,SANTA FE,2000,,
DEL ALTO,LAMAS INTENDENTE 270,ROSARIO,ROSARIO,SANTA FE,2000,-60.69261619,-32.91117231
DE GIORGIO,RONDEAU BV 711,ROSARIO,ROSARIO,SANTA FE,2000,-60.68833538,-32.90848268
DEL LEON,CORDOBA 1704,ROSARIO,ROSARIO,SANTA FE,2000,-60.64657611,-32.94491692
DEL SIGLO,CORDOBA 1469,ROSARIO,ROSARIO,SANTA FE,2000,-60.64332206,-32.94549389
ARISTIDES,RIOBAMBA 99,ROSARIO,ROSARIO,SANTA FE,2000,-60.62835914,-32.96551437
DUTTO,1RA. JUNTA 20,ALDAO,SAN LORENZO,SANTA FE,2214,,
MANSILLA,MARIANO MORENO ESQ. MITRE,ALDAO,SAN LORENZO,SANTA FE,2214,,
ROSARIO,SAN LORENZO 1315,ROSARIO,ROSARIO,SANTA FE,2000,-60.64059899,-32.9435729
RESTA,BIEDMA CNL 3086,ROSARIO,ROSARIO,SANTA FE,2000,,
ROMERO,OROO NICASIO BV 3207,ROSARIO,ROSARIO,SANTA FE,2000,,
RODRIGUEZ IRAMAIN,ITUZAINGO 901,ROSARIO,ROSARIO,SANTA FE,2000,-60.6390422,-32.96120678
RODRIGO,PASO JUAN JOSE 5880,ROSARIO,ROSARIO,SANTA FE,2000,,
RABOZZI,LEIVA 6007,ROSARIO,ROSARIO,SANTA FE,2000,-60.63778057,-33.00604529
ROUVIERE,MATIENZO 2350,ROSARIO,ROSARIO,SANTA FE,2000,-60.69408562,-32.95581175
ROATTA,MENDOZA AV 3989,ROSARIO,ROSARIO,SANTA FE,2000,,
RIDAO,MORENO MARIANO BIS 40,ROSARIO,ROSARIO,SANTA FE,2000,,
REYNA,LAGOS OVIDIO AV 2794,ROSARIO,ROSARIO,SANTA FE,2000,-60.66701236,-32.96585692
RICCOBENE,LAGOS OVIDIO BIS AV 52,ROSARIO,ROSARIO,SANTA FE,2000,-60.65896247,-32.93230025
RUPEL,SALTA AV 3079,ROSARIO,ROSARIO,SANTA FE,2000,-60.66340609,-32.93459695
RINCIC,SAN NICOLAS 3302,ROSARIO,ROSARIO,SANTA FE,2000,-60.67971027,-32.96952467
ROSSI,SANTA FE 7101,ROSARIO,ROSARIO,SANTA FE,2000,-60.71752325,-32.93582073
R. MOREALE,SORRENTO AV 1072,ROSARIO,ROSARIO,SANTA FE,2000,-60.69374866,-32.90724917
SILVIA BARATO,ALSINA 1398,ROSARIO,ROSARIO,SANTA FE,2000,-60.67830726,-32.9469675
SAENZ PEA,ARIJON AV 702,ROSARIO,ROSARIO,SANTA FE,2000,-60.64496801,-33.00289474
SANDILO,ARIJON AV 1899,ROSARIO,ROSARIO,SANTA FE,2000,-60.66053138,-33.00336214
SAN JORGE,PELLEGRINI CARLOS AV 809,ROSARIO,ROSARIO,SANTA FE,2000,,
SAN JOSE,PELLEGRINI CARLOS AV 1395,ROSARIO,ROSARIO,SANTA FE,2000,,
SANTAMBROSIO,URIBURU JOSE EVARISTO PRES AV 721,ROSARIO,ROSARIO,SANTA FE,2000,,
SANTA RITA,BIEDMA CNL 3317,ROSARIO,ROSARIO,SANTA FE,2000,,
SAN CAYETANO,BUENOS AIRES 2556,ROSARIO,ROSARIO,SANTA FE,2000,-60.63786471,-32.96803463
MARINCIONI,MITRE 601,LOS QUIRQUINCHOS,CASEROS,SANTA FE,2637,-61.71465105,-33.37921097
BARTOLOME,RIVADAVIA 515,LOS QUIRQUINCHOS,CASEROS,SANTA FE,2637,-61.71137486,-33.37813374
PRIOTTI,SAN MARTIN 501,LOS QUIRQUINCHOS,CASEROS,SANTA FE,2637,-61.71252183,-33.37760919
NOVA FARM,SAN MARTIN 387,LUCIO V. LOPEZ,IRIONDO,SANTA FE,2142,-61.02348586,-32.71267377
TURRI,RUCCI 845,LUIS PALACIOS,SAN LORENZO,SANTA FE,2142,,
KARKOVICH,PADRE BADIA 478,MAGGIOLO,GENERAL LÓPEZ,SANTA FE,2622,-62.24582994,-33.72174068
VARELA,AV.ALVEAR 753,MARIA TERESA,GENERAL LÓPEZ,SANTA FE,2609,,
GOYECHEA,SAN MARTIN 356,MARIA TERESA,GENERAL LÓPEZ,SANTA FE,2609,-61.90965942,-34.00857644
DEL VALLE,URQUIZA 257,MARIA TERESA,GENERAL LÓPEZ,SANTA FE,2609,-61.91490179,-34.01195676
JAUREGUI,CHACABUCO 242,MAXIMO PAZ,CONSTITUCIÓN,SANTA FE,2115,-60.95277086,-33.48301772
SVETATZ,FALUCHO 853,MAXIMO PAZ,CONSTITUCIÓN,SANTA FE,2115,-60.95837518,-33.48375072
LINGIARDI STELLA M.,ITUZAINGO 501,MAXIMO PAZ,CONSTITUCIÓN,SANTA FE,2115,-60.95713161,-33.48269562
ROSELLO,MAIPU 1007,MAXIMO PAZ,CONSTITUCIÓN,SANTA FE,2115,-60.95470241,-33.48497276
FERLONI,MORERO 205,MELINCUE,GENERAL LÓPEZ,SANTA FE,2728,-61.45737456,-33.65802402
DI MELLA,SAN MARTIN 247,MELINCUE,GENERAL LÓPEZ,SANTA FE,2728,-61.45537681,-33.65800801
RUGGERI,MENDOZA 641,MONTES DE OCA,BELGRANO,SANTA FE,2521,-61.76702535,-32.56716863
GRASSO,SAN MARTIN 718,MONTES DE OCA,BELGRANO,SANTA FE,2521,-61.76864376,-32.56779678
LORANDINI,SARMIENTO  324,MONTES DE OCA,BELGRANO,SANTA FE,2521,-61.77198935,-32.56575868
PLACCI,9 DE JULIO 257,VILLA MUGUETA,SAN LORENZO,SANTA FE,2175,-61.05529383,-33.31152645
RASTELLI,SAN MARTIN 555,VILLA MUGUETA,SAN LORENZO,SANTA FE,2175,-61.05727593,-33.31186298
DICIANO,AVDA. GUEMES 411,MURPHY,GENERAL LÓPEZ,SANTA FE,2601,,
BARACCO,FELIX BARACCO 444,MURPHY,GENERAL LÓPEZ,SANTA FE,2601,-61.86010132,-33.64327628
CASTELLI,GUEMES 166,MURPHY,GENERAL LÓPEZ,SANTA FE,2601,-61.85455055,-33.6440786
DESABATO,SAAVEDRA 224,MURPHY,GENERAL LÓPEZ,SANTA FE,2601,-61.85687609,-33.64480307
KURTH,SAN MARTIN 411,MURPHY,GENERAL LÓPEZ,SANTA FE,2601,-61.85873163,-33.64295436
RASPO,BUENOS AIRES 376,OLIVEROS,IRIONDO,SANTA FE,2206,-60.85086338,-32.57476108
SDRIGOTTI,RONDEAU BV 2398,ROSARIO,ROSARIO,SANTA FE,2000,-60.69376693,-32.89069107
STIEFEL REANO,RONDEAU BV 1642,ROSARIO,ROSARIO,SANTA FE,2000,-60.69159026,-32.89782177
SANTINO,CALLAO 699,ROSARIO,ROSARIO,SANTA FE,2000,-60.6597583,-32.94114292
STRIEBECK,CORDOBA 2719,ROSARIO,ROSARIO,SANTA FE,2000,-60.66035635,-32.94244229
SANTA ROSA,ITALIA 2707,ROSARIO,ROSARIO,SANTA FE,2000,-60.65351655,-32.96708514
SAGRIPANTI,JUJUY 2248,ROSARIO,ROSARIO,SANTA FE,2000,-60.65197228,-32.93540634
SIMONETTI,LA PAZ 1196,ROSARIO,ROSARIO,SANTA FE,2000,-60.64399934,-32.96391587
SOCIAL,MENDOZA AV 6573,ROSARIO,ROSARIO,SANTA FE,2000,,
SOLDANO,MENDOZA AV 5151,ROSARIO,ROSARIO,SANTA FE,2000,,
SALK,PROVINCIAS UNIDAS AV 642,ROSARIO,ROSARIO,SANTA FE,2000,-60.7129598,-32.93504232
STRELUK,PROVINCIAS UNIDAS AV 2398,ROSARIO,ROSARIO,SANTA FE,2000,-60.7119921,-32.95688313
SARTOR,RIOJA 1909,ROSARIO,ROSARIO,SANTA FE,2000,-60.64962997,-32.94556021
SAN JUAN,SAN JUAN 1784,ROSARIO,ROSARIO,SANTA FE,2000,-60.64862044,-32.9484435
SAN LUIS,SAN LUIS 1095,ROSARIO,ROSARIO,SANTA FE,2000,-60.63880627,-32.94902777
S. SOLARI,SE SAN MARTIN JOSE GRL AV 3701,ROSARIO,ROSARIO,SANTA FE,2000,,
SOLARI,Avenida San Martín 5602,ROSARIO,ROSARIO,SANTA FE,2000,-60.649338,-33.0020169
SUIZA,SARMIENTO DOMINGO FAUSTINO PRES 865,ROSARIO,ROSARIO,SANTA FE,2000,,
SAN MARTINO,SORRENTO AV 774,ROSARIO,ROSARIO,SANTA FE,2000,-60.68987715,-32.90714665
S. RODRIGUEZ,TUCUMAN 7782,ROSARIO,ROSARIO,SANTA FE,2000,-60.72924479,-32.93298893
SALTA,DE URQUIZA JUSTO JOSE 3299,ROSARIO,ROSARIO,SANTA FE,2000,,
SCHINDLER,DE URQUIZA JUSTO JOSE 1990,ROSARIO,ROSARIO,SANTA FE,2000,,
SANTA ROSA,Buenos Aires 251,OLIVEROS,IRIONDO,SANTA FE,2206,-60.85131347,-32.57289085
CHINELLATO,SANTA FE  349,OLIVEROS,IRIONDO,SANTA FE,2206,-60.85190748,-32.57470717
LEONE,CORRIENTES 326,PAVON,CONSTITUCIÓN,SANTA FE,2918,-60.40437669,-33.241775
PACIARONI,BUENOS AIRES 1081,PAVON ARRIBA,CONSTITUCIÓN,SANTA FE,2109,-60.82451903,-33.3101877
BARTOLACCI,1° DE MAYO 2346,PEREZ,ROSARIO,SANTA FE,2121,-60.78098448,-33.0016185
GUALTIERI,9 DE JULIO 1403,PEREZ,ROSARIO,SANTA FE,2121,-60.76779561,-33.00078419
TASSELLI,9 DE JULIO 762,PEREZ,ROSARIO,SANTA FE,2121,-60.77202778,-32.99487973
CICCONOFRI,B. MITRE  846,PEREZ,ROSARIO,SANTA FE,2121,,
NAZARET,DR. BORZONE 1614,PEREZ,ROSARIO,SANTA FE,2121,-60.76770458,-33.00298089
CARLOS ORIOL,EL JILGUERO 124,PEREZ,ROSARIO,SANTA FE,2121,-60.73389268,-32.96926211
GAMBOSO,ESTANISLAO LOPEZ 1154,PEREZ,ROSARIO,SANTA FE,2121,-60.76477431,-32.99627767
ALVAREZ LOISA,IRIGOYEN 1898,PEREZ,ROSARIO,SANTA FE,2121,-60.77746724,-32.99600744
FARMACENTER,J. MEDRANO 1808,PEREZ,ROSARIO,SANTA FE,2121,,
BESANA,RIVADAVIA 1303,PEREZ,ROSARIO,SANTA FE,2121,-60.76735445,-32.99936593
CHITARRONI,SAN MARTIN 1765,PEREZ,ROSARIO,SANTA FE,2121,-60.77259174,-32.99949524
DE LA PLAZA,YAPEYU 1612,PEREZ,ROSARIO,SANTA FE,2121,-60.77028697,-32.99960976
CARINO,CENTENARIO 824,PEYRANO,CONSTITUCIÓN,SANTA FE,2113,-60.80141574,-33.53920027
FERRETTI,CENTENARIO 701,PEYRANO,CONSTITUCIÓN,SANTA FE,2113,-60.80248034,-33.54018275
BACLINI,ALBERDI 1007,PUEBLO ESTHER,ROSARIO,SANTA FE,2126,-60.58105344,-33.07095136
SANCHEZ,CORDOBA 1994,PUEBLO ESTHER,ROSARIO,SANTA FE,2126,-60.57750876,-33.07481331
GHERARDI,J.B. ALBERDI 1345,PUEBLO ESTHER,ROSARIO,SANTA FE,2126,,
FILIPINI,J.D. PERON 1848,PUEBLO ESTHER,ROSARIO,SANTA FE,2126,,
DE GRANDIS,BELGRANO 225,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73510393,-32.71660428
GOBBO,BELGRANO 502,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73450422,-32.71410787
LESZKIEWICZ,BUENOS AIRES  1018,PUERTO GENERAL SAN MARTIN,SAN LORENZO,SANTA FE,2202,-60.73642941,-32.71185533
SCHLIETTER,DE URQUIZA JUSTO JOSE 3146,ROSARIO,ROSARIO,SANTA FE,2000,,
SILVANA LORENZETTI,VIAMONTE 88,ROSARIO,ROSARIO,SANTA FE,2000,-60.62878187,-32.96782638
TERMINAL,CAFFERATA 702,ROSARIO,ROSARIO,SANTA FE,2000,-60.67065254,-32.93920597
TONEGUZZO,3 DE FEBRERO 2366,ROSARIO,ROSARIO,SANTA FE,2000,-60.65718387,-32.94965454
TURIN,SE SAN MARTIN JOSE GRL AV 5386,ROSARIO,ROSARIO,SANTA FE,2000,,
TARICCO,AVELLANEDA BV 1945,ROSARIO,ROSARIO,SANTA FE,2000,-60.68271744,-32.95274649
TANTERA,RONDEAU BV 2052,ROSARIO,ROSARIO,SANTA FE,2000,-60.69281396,-32.8938134
TARTARELLI,RONDEAU BV 1350,ROSARIO,ROSARIO,SANTA FE,2000,-60.69074205,-32.90059682
TERRAZINO,CALLAO 935,ROSARIO,ROSARIO,SANTA FE,2000,-60.660409,-32.944247
TORCHIO,CASTRO BARROS AV 4828,ROSARIO,ROSARIO,SANTA FE,2000,-60.62981042,-32.99355244
TUMINI,ITALIA 1898,ROSARIO,ROSARIO,SANTA FE,2000,-60.65118173,-32.95782805
TORTI,PROVINCIAS UNIDAS BIS AV 538,ROSARIO,ROSARIO,SANTA FE,2000,-60.71343824,-32.92264695
TREPAT,PROVINCIAS UNIDAS AV 1414,ROSARIO,ROSARIO,SANTA FE,2000,-60.71402523,-32.91174544
TARALLO,SAN JUAN 3716,ROSARIO,ROSARIO,SANTA FE,2000,-60.67484891,-32.94373804
TOSCA,SANTA FE 4340,ROSARIO,ROSARIO,SANTA FE,2000,-60.6820723,-32.93713861
TRONCOSO,SANTA FE 2076,ROSARIO,ROSARIO,SANTA FE,2000,-60.65127956,-32.94265563
ULRICH,RIVAROLA 7969,ROSARIO,ROSARIO,SANTA FE,2000,-60.7301128,-32.9665278
UMANSKY,SE SAN MARTIN JOSE GRL AV 3998,ROSARIO,ROSARIO,SANTA FE,2000,,
VALLES,ALSINA 2020,ROSARIO,ROSARIO,SANTA FE,2000,-60.68008587,-32.9541076
