nombre,domicilio,localidad,departamento,provincia,cp,longitud,latitud
BIAMONTE,AVDA. 21 686,LAS PAREJAS,BELGRANO,SANTA FE,2505,,
MUT. SPORTIVO AT. CLUB,AVDA. 24 940,LAS PAREJAS,BELGRANO,SANTA FE,2505,,
U.O.M.,CALLE 11 1097,LAS PAREJAS,BELGRANO,SANTA FE,2505,-61.51502613,-32.68362577
PROPERSI,CALLE 12 971,LAS PAREJAS,BELGRANO,SANTA FE,2505,-61.5237241,-32.68197475
BAIGORRI,CALLE 20 1066,LAS PAREJAS,BELGRANO,SANTA FE,2505,-61.51882303,-32.67902029
ELOY BAIGORRI,CALLE 8 1102,LAS PAREJAS,BELGRANO,SANTA FE,2505,-61.52797618,-32.68193359
AIRA,BELGRANO 846,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.5735523,-32.47679935
BALANSINO,ITALIA 895,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.58429582,-32.47533962
PIRES,ITALIA 501,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.57903317,-32.47634205
SANTA ROSA,ITALIA 149,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.57435723,-32.47720334
TOIA ALEMAN,LAVALLE 310,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.57678726,-32.47793565
GALLUCCI,PASO DE LOS ANDES 702,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.58064015,-32.47719372
SAMCO,PASO DE LOS ANDES 419,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.58146768,-32.48035836
BRUNO,RIVADAVIA 601,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.57947971,-32.47268085
RUFFINI,RIVADAVIA  244,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.57474094,-32.47358783
PONS,SAN LORENZO 975,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.57716907,-32.47460517
FABRICHINI,URUGUAY 346,LAS ROSAS,BELGRANO,SANTA FE,2520,-61.56959639,-32.47347278
GERBAUDO,AVDA. NTRA. SRA. DEL ROSARIO 619,LOS MOLINOS,CASEROS,SANTA FE,2181,,
FERRARA,L. DE LA TORRE 555,LOS MOLINOS,CASEROS,SANTA FE,2181,,
COLOCCIONI,MARTIN FIERRO 281,LOS MOLINOS,CASEROS,SANTA FE,2181,-61.328506,-33.10463
FARMACIA CRUZ DEL PORTAL,V mercante 431,ROSARIO,ROSARIO,SANTA FE,2000,-60.68442911,-32.90958275
HOSPITAL PROVINCIAL DEL CENTENARIO,urquiza 3101,ROSARIO,ROSARIO,SANTA FE,2000,-60.6647192,-32.9380541
FARMACIA PARQUE ESPAÑA,salta 1222,ROSARIO,ROSARIO,SANTA FE,2000,-60.6381211,-32.9390785
FARMACIA MUTUAL SINDICATO DE CAMIONEROS VENADO TUERTO,Maipu 627,VENADO TUERTO,GENERAL LÓPEZ,SANTA FE,2600,-61.9645661,-33.7456467
FARMACIA SANATORIO BRITANICO S A,paraguay 40,ROSARIO,ROSARIO,SANTA FE,2000,-60.641824,-32.936865
FARMACIA MUTUAL AMUR,Mitre 753,VENADO TUERTO,GENERAL LÓPEZ,SANTA FE,2600,-61.96372479,-33.74889884
FARMACIA SINDICAL UNION OBRERA METALURGICA VILLA CONSTITUCION,Perrisol 601,VILLA CONSTITUCION,CONSTITUCIÓN,SANTA FE,2919,-60.3124094,-33.24545219
FARMACIA SINDICAL LUZ Y FUERZA DE ROSARIO,Entre rios 982,ROSARIO,ROSARIO,SANTA FE,2000,-60.64160965,-32.9482055
MUTUAL DE LUZ Y FUERZA,AVENIDA ESTRUGAMOU 1985,VENADO TUERTO,GENERAL LÓPEZ,SANTA FE,2600,-61.9757612,-33.73624707
DEL INDIO,Juan B. Justo 1,VENADO TUERTO,GENERAL LÓPEZ,SANTA FE,2600,-61.96029961,-33.75167428
ASOCIACION EMPLEADOS DE COMERCIO DE ROSARIO,Corrientes 450,ROSARIO,ROSARIO,SANTA FE,2000,-60.6414338,-32.941624
GARAVAGLIA,SAN MARTIN 1360,VILLA CONSTITUCION,CONSTITUCIÓN,SANTA FE,2919,-60.328793,-33.22905531
DEL CUETO,LAVALLE 701,VENADO TUERTO,GENERAL LÓPEZ,SANTA FE,2600,-61.96949154,-33.74827103
FARMACIA MUTUAL AMUR,PRESIDENTE  ROCA 835,ROSARIO,ROSARIO,SANTA FE,2000,-60.6451751,-32.9456988
ALBIZU,SAN MARTIN 303,VENADO TUERTO,GENERAL LÓPEZ,SANTA FE,2600,-61.96255267,-33.7493315
DEMAESTRI,3 DE FEBRERO 263,VENADO TUERTO,GENERAL LÓPEZ,SANTA FE,2600,-61.96371675,-33.75681904
FARMACIA GEREMIA,Av. Gral. San Martín 2030,VILLA GOBERNADOR GALVEZ,ROSARIO,SANTA FE,2124,-60.62543392,-33.02498268
EMBON (SUC TUCUMAN 1902),Tucuman 1902,ROSARIO,ROSARIO,SANTA FE,2000,-60.6481582,-32.9397322
TOSI,CALLE 55 305,VILLA CAÑAS,GENERAL LÓPEZ,SANTA FE,2607,-61.60502493,-34.00645246
